h,2009,2010,2011,2012,2013,2014,2015,2016,2017
2859.0,47999.360191313375,52788.71492525307,44543.67441790873,41983.04723818705,53188.71020173308,52263.07211942501,52662.40272623275,55769.33028468875,43301.01618477304
2860.0,55704.11813414504,59803.9664036438,45236.007437292166,43335.393832293834,60544.319361533715,59848.81043495099,60137.434376136924,62525.51990818831,42502.68338286502
2861.0,61968.74447211638,64993.89240889115,49531.912321540934,46767.071027744,66932.20407399797,66031.9296653187,66054.91309708178,67654.19390744777,44473.96772126624
2862.0,65037.506582996764,67476.59411689217,54362.11768813995,51065.32209357142,69948.2974215306,69090.4326305623,68614.84148849758,70160.5884793714,47980.01485264036
2863.0,65483.44112631178,69069.84095211371,57993.64088608598,54840.948711800185,70702.60305842756,69633.57881727333,69062.03948445123,70495.93668928099,50964.157251216326
2864.0,66184.65703862597,70611.27488212477,59942.70884282848,56088.323728825184,71664.68150548777,70857.18342890886,70162.20767495225,71412.7602356393,53252.42667272808
2865.0,67062.52334974128,71914.1535610627,61154.29162674949,56810.84086044128,73218.46078149109,71308.78812347757,71653.54677763142,72206.52021872805,55108.44370818001
2866.0,65879.82738703623,69397.98935177992,60146.96858457204,55608.13459962129,72367.04393984392,70782.93310750453,70541.15449612483,71032.28871919755,54360.27352885177
2867.0,64802.69080898064,67315.75822363472,57778.630631619075,51947.53002862044,72021.50872294202,70047.54978729466,69752.70062626577,69515.53030190006,52339.893857712894
2868.0,62771.21122276779,65483.95613734005,55352.23990996005,49776.62847705678,70945.38107030308,68523.89250697046,68220.61455356804,67631.63225418168,50859.56284668827
2869.0,61062.87260997162,64440.1419844544,53808.466282887675,48404.180942657746,69549.68980203265,67211.79778626403,67141.83852232677,66538.4176004703,49529.71970340299
2870.0,59400.85087003184,63579.831870855785,52958.100726471064,47820.136955277194,67287.90209139699,65392.15634801302,65375.45737202235,65426.74341226849,49110.27479544864
2871.0,59183.269281264606,63933.88672312724,52973.15144428375,48365.09578097836,66618.28645864266,64630.32770785092,64391.418046074206,65141.64615736065,49952.3664808837
2872.0,58763.186015822925,63247.36572908869,53685.910437841536,49614.70423581361,66312.27324367398,63741.35810638005,63574.44129720215,64396.086069885816,50892.64883179408
2873.0,57525.55608763705,61967.15519618034,52829.09457379092,50087.07633268162,65521.83320500949,63079.20797988402,62958.14337567149,63439.26686546489,50982.30117853241
2874.0,56169.441135865054,59863.33535753078,51721.79176328636,49975.40444216909,63133.575088187514,61576.910381059686,61287.517604910674,61813.80230061261,51285.411493695356
2875.0,55292.6519613278,58301.39215254057,51635.7876614996,50741.47361108507,60947.4437812526,60217.01065890116,59302.121490756515,61086.70174762822,52355.903205344744
2876.0,51893.20892098435,54796.46500215825,49191.12106821089,49240.60340259662,56930.87918478179,56245.12702761544,55475.98100601407,58215.218604671514,51201.09559616764
2877.0,46569.9999522336,50000.532963615406,45387.58966669133,44993.72140640496,52314.70935898121,51399.53071021589,50768.687294620344,53909.01941993037,47998.15877995645
2878.0,42728.93091488736,45843.62675600152,40876.674527975665,41682.64985270834,48056.495950690114,47805.00145209457,46821.32457407269,49731.011446928365,44749.32850053398
2879.0,40600.5090366495,43519.60207020751,38401.90649906159,39454.79563698329,45406.26342105363,45223.531373681464,44264.45220540828,47437.92705133866,42403.42542754758
2880.0,38992.3441256125,42524.362515956665,37017.24046029472,38601.62239346753,44000.40935228608,43466.9518522396,42511.31382035989,46046.28325669857,41170.705659895495
2881.0,38224.345745458864,41878.8600718764,36134.623365708074,39019.27526398441,43517.11172864551,42748.85970276772,42195.52480271608,45852.45814454899,40730.98224494081
2882.0,38214.65151625636,42072.079030890396,36667.848796786,40850.69426838996,43459.52252582853,42448.80703407904,42229.14105298139,46062.69173180118,41139.754254473926
2883.0,37463.88732135161,41614.39836819803,36628.07189970962,43520.76917054464,42142.875261424546,41322.84668072864,41364.28661433753,46357.01875395424,41390.56736737284
2884.0,35703.84615280877,39895.93701205124,35497.1179612137,48694.52785799033,39952.227154268694,39753.418654333276,39556.13981976409,47043.09811918211,40998.87199531369
2885.0,37788.10543134635,41494.58102489885,37791.277376375576,54682.37462727239,42000.596054464935,41861.92435667779,41444.76188012418,50357.61008990928,42959.483435293674
2886.0,41236.0196177023,43984.8387815764,41821.64459635771,60009.12380472025,46018.28985099098,45408.64861334702,44870.5633844343,54451.524628010404,46548.77917435339
2887.0,43411.835505374605,46214.95257667645,44982.29533702122,62786.40372176696,49473.64202001001,48605.480944494535,48088.55534164979,57499.398878320164,50379.28241773291
2888.0,44504.051995522976,47920.46070652063,47592.519826249445,64541.88584062399,51380.86091330188,50652.95898541084,50146.2773275869,59103.32731960026,53219.340687622265
2889.0,45345.29566298439,50324.36362118075,50339.27582706416,66005.9043252433,53171.772200904554,52582.45021423262,52246.78363204347,59770.9471503377,55544.96525360832
2890.0,43920.24397021684,49732.83295336138,50037.18641953816,65013.14121858688,52583.45897212713,52102.36594433073,51642.70980151838,58704.39626866807,55215.17269239231
2891.0,41699.18834626621,47844.900219755385,47644.1222873215,63258.775818634975,50605.10047535545,50151.515034009084,49683.79921787628,56694.358068598376,53471.221090363295
2892.0,39926.2215387867,46715.81066037753,45118.82684860771,61332.43570729377,48553.343974993506,48505.802430828466,47990.76261360526,54778.668600368685,52181.93496107869
2893.0,39215.31139727001,45773.463446862355,44325.439009624824,59978.97239428186,47227.663110147645,47740.92240759495,46999.59256790388,53579.824388184265,51578.916200279185
2894.0,39562.14937540391,46140.47152543642,43822.315014172265,58286.02653411185,47052.63710158622,47288.30058533576,46429.13498764409,52584.035055394634,51343.04514517
2895.0,41406.20719703509,46925.22115226979,45297.285359815236,57105.65465139437,48972.27719548568,48205.749762139785,47234.90631976104,53406.509869912945,52574.69762297996
2896.0,43263.19065760293,48187.08128124944,47202.27621439201,56224.56343525048,51116.628100376896,49820.9485346063,48170.04928168691,54093.61476483473,54010.202460635424
2897.0,43799.60467347461,48237.814750934675,47874.18325960109,55352.40597034759,51337.95131120295,50174.9089708899,48279.04742648655,53517.26707685556,53930.15572247619
2898.0,44102.28005190824,47564.24698319875,48091.34361661267,53639.35916988532,51220.514505458515,50257.29631381798,48237.28178221753,52550.1925754955,53637.71830573449
2899.0,45973.2662879908,48508.75306776435,49386.78039977577,53037.447680022764,51805.44013407023,50483.09866110233,48997.212773063606,52118.44457435809,53677.20802989304
2900.0,44299.39604569241,47130.31390206118,48435.36002375971,50453.36013356274,50313.76686110483,48767.20424727928,47764.616930002274,50551.435202058856,52512.794812136824
2901.0,40344.15053107227,43420.29400188747,43882.517885422996,46537.02693328818,46005.868650383396,44904.153278873855,44279.73231916524,47066.68530214211,48991.805622972985
2902.0,37061.03824115882,40343.902755016636,40399.35176305914,43615.690277480295,42235.46966595381,41655.44743551236,40859.024186107425,43576.807753755806,46052.489397766185
2903.0,34824.902705115404,38367.45630834278,38694.32044513658,41204.69416131469,40540.540383046115,39812.41206038054,38860.38530669724,40887.86889631563,44200.74152168275
2904.0,33836.09132646037,37486.63691976503,38292.251269283464,39559.76721406507,39914.96355244594,38945.81926810002,37998.58689080477,39667.48856055903,43695.91342635856
2905.0,33548.49586011953,37952.95306665913,38938.357083956515,39161.098564935324,40445.687578406374,39058.7204417422,38273.628938430025,39277.787276872055,44247.70227473616
2906.0,34265.86882110455,38544.483734478505,40711.11663203615,39527.38236581643,42492.92727854739,40664.765064994484,39176.174324341046,39681.84597627382,46339.59036529728
2907.0,35458.259013012095,39125.2200470457,46694.85201385012,39021.50870179466,47467.05352185746,44540.02156568556,40349.68706087547,39650.05455576251,51915.11250054793
2908.0,37121.357889529936,38989.21117086826,57285.18209761753,38401.7297094501,56917.328784118974,50901.138141885545,41720.82260199989,38949.61777481986,61592.22949907736
2909.0,40930.11282953451,41423.33828023447,64762.163696704156,40902.06333802573,64014.3511312708,56488.22054563779,45242.37948585363,40965.80915305303,68484.78729950782
2910.0,45205.267907837166,44310.828310192184,68954.86365880881,45528.62976196,67487.77050117358,60568.93683980382,49601.2866035887,44768.473258082835,72386.79896230958
2911.0,47830.24974855865,46874.48768258455,70015.93926460299,48991.57508675367,69219.96338590403,62796.44648193333,52685.832233993424,48107.597941463915,73525.59722385484
2912.0,48819.06112721368,48773.21477144273,72205.81870634841,51616.981232703336,70686.79425765427,64426.9021697569,54218.9369809416,50314.53784276493,75080.63852382808
2913.0,49539.665497932874,51809.6669038805,74062.43225367014,53900.67139368465,72621.11395227179,65654.5752921543,55012.48422205299,52444.563017022454,76282.4068860586
2914.0,48851.375224555355,50892.14670744534,73786.14407668017,53075.416122797025,71981.98672100878,65223.313151394985,54637.61209788227,51791.3006019998,75572.6591410468
2915.0,47087.02550970029,48628.570411063534,72589.61201057183,50085.9596137765,70788.42226262542,63865.44768461741,52934.38875110661,49634.61165570054,74906.67027956204
2916.0,45816.00434759469,47132.472773111615,71311.37604776608,48484.58470382677,69091.23457960725,62252.28316753183,51575.47730098776,47822.50068655607,73819.10193043867
2917.0,45101.86279634383,46828.07195500018,70053.5660591347,46979.24761971781,67825.40131768884,61325.67984151357,50776.836688624055,46552.894925491644,72674.96721968279
2918.0,44972.60640697716,47393.69617021433,68133.52448674523,46318.15002788361,66385.67124726425,60631.998756612964,50149.33335033828,46180.627646601184,71169.02125244722
2919.0,46475.21193336471,49186.63857760115,67274.55852014993,47959.72681841786,66162.08963632773,60651.3241827319,50844.069189154674,47659.44146522389,70801.87354675689
2920.0,47926.1149040056,50996.851953391466,66893.99036974352,49432.679054278175,65959.96282644066,60718.45461030292,51674.28870328276,49442.83760293879,70167.90338053582
2921.0,47897.032216398096,51499.86890814298,66952.04313844959,49726.37612632614,65196.623589101815,60268.88417111514,51685.49412003786,50332.997377255364,69384.51263641752
2922.0,47182.890665147235,51581.90600805954,65348.066640126475,49743.12690990302,63120.024687524696,58843.888276766535,50845.08786340513,50327.869728785794,67856.15358249735
2923.0,48165.239224333935,52079.52578518496,64603.05610839865,50846.44518816686,62147.78343996738,57494.15983151271,50986.683584219616,51165.72748871281,66367.28425273574
2924.0,46475.21193336471,50859.7636416888,60317.901736873224,48628.641442587934,58065.725240292944,54706.21283193418,49170.387395642465,50396.58021827797,62273.16041835184
2925.0,42222.67672320123,46774.10017873929,54792.138197073764,44023.292677851045,52571.03777151955,50240.00514307998,45598.915473516,46539.56303947078,57184.322451109285
2926.0,38311.59380828137,44120.847657753846,50949.90494975017,40917.69740269748,48699.010782118814,46309.823747103525,42005.03271787932,43135.829985373166,53334.60799057155
2927.0,35855.72241031461,43733.330304200645,49182.52065803221,39519.56533348056,46134.59745668018,44010.09803895064,39774.13610936336,41327.82113500436,51355.852623275474
2928.0,34839.98261720819,43012.26737335513,47913.96015667747,39062.8273012843,45011.043401721385,42850.572471814725,38485.51318252652,41033.494112851295,50402.762794259615
2929.0,34525.45873641595,43847.75046987373,48450.4107415724,39765.24349260813,45234.62501265791,43126.21407593212,38416.24333349497,41868.27528369657,50900.119860688945
2930.0,35023.09583547764,45861.97715993022,50147.91670058861,41691.58360394934,47304.44871390362,43859.56314076106,38816.58231392729,44069.062006834094,52750.80044693026
2931.0,34883.068080330406,49225.498256508996,53821.36689815569,46774.88806007987,50890.7880893299,44436.274541257604,39004.018376012646,48994.68112669876,56347.56721488484
2932.0,34862.60248534735,57001.75178017829,61528.4094695219,57582.49362388289,58892.299680724944,45450.35084865629,38835.937124686105,57817.313083433226,64012.84286101237
2933.0,36772.36563823992,64076.37221245599,68218.45353725966,65740.12522582347,65367.1327974423,48961.47563615907,40964.96630815567,64115.09093375363,69652.4023867904
2934.0,40074.86638655837,67894.33566515148,70958.75923044037,70438.16165968576,68452.10734834426,53339.19321594237,44373.45035020792,67307.56487090513,72630.14104631363
2935.0,42441.33544854651,68607.84254732047,71671.51822399815,72257.29675613495,69933.61782081253,56443.466927257105,47715.72056598,68193.62252644605,73102.95044637413
2936.0,44263.85053861658,69952.8192117419,73108.86177510941,74297.54219579893,71167.83348118437,58037.306018223746,50237.95801012865,69260.17340811569,74114.74121670675
2937.0,46562.459996187215,71710.14024679652,74437.62514771489,75940.2357052383,72549.97434879198,58924.241364313675,53101.451328182695,70317.4945225401,74966.43851072092
2938.0,46062.66862396942,71386.30958923118,73853.87230683723,75471.21376508566,71778.7307110665,57737.253349535065,52815.20386380234,69870.363575994,74599.2908050306
2939.0,43766.21343955489,70753.76037145352,73004.58180169297,74900.57040456662,70258.82743672021,55619.593497976326,51074.289569759516,69318.62860066874,74203.32627360296
2940.0,42772.01637800958,69461.67604776777,71098.51589584386,73876.53916856668,68740.05336242917,54017.61738548592,49635.921528104474,67970.057053173,72942.85697005567
2941.0,42260.376503433174,68611.08085389613,69490.2391924314,72435.971780955,67475.349300566,53131.699167086466,48898.4013707686,66801.97873180597,71617.28298613889
2942.0,42774.17065116569,66715.5920716136,68121.69892274955,70234.91881895295,65877.5312224085,52455.30925292386,48851.542355247264,64963.20399061977,70267.16133585326
