,2009,2010,2011,2012,2013,2014,2015,2016,2017
6615,49790,46435,47133,60441,48088,47293,47762,48220,51237.94
6616,52422,49652,49296,60788,49851,49377,50121,50034,53174.84
6617,54998,53933,52368,63088,53041,52872,52926,51905,56206.04
6618,53113,52947,51418,59964,51898,51651,51132,50357,54622.79
6619,51645,50474,49132,55170,49699,48976,48509,47872,52057.24
6620,50294,48569,46636,50764,48143,46662,46710,45780,50454.82
6621,47425,44696,42229,46369,44754,43472,43613,42745,47547.88
6622,44280,41993,39775,42729,41391,40501,40704,40357,44849.24
6623,42051,41973,38189,40472,39529,38735,38780,38725,43364.75
6624,40874,41738,37136,39324,38767,37800,37687,37718,42867.4
6625,40176,42285,37417,38677,38806,37526,37299,37503,43470.89
6626,40321,43187,39006,38641,40086,38174,37667,37795,45438.13
6627,40958,46492,43976,38206,43139,39488,38251,38507,49828.28
6628,41442,55706,55143,37889,49413,42393,39318,39594,59581.28
6629,42644,61437,62422,39084,54162,45495,41127,41171,65843.34
6630,44840,64090,64411,41952,57059,49268,44202,44368,67957.31
6631,47466,64352,65063,45546,58371,52250,46759,47343,68433.83
6632,49266,65102,67286,48662,59295,53674,48791,49635,69328.15
6633,51749,66146,69284,50554,60794,54695,50705,52025,70347.33
6634,51289,65342,69174,50155,60142,54104,49773,51479,69920.48
6635,48765,64741,68655,47674,58825,52331,48098,49631,69334.14
6636,47227,63937,67521,45363,57371,51025,46907,48486,68017.26
6637,46398,63242,66504,44489,56270,50258,46586,48020,66857.3
6638,46637,61602,64200,44313,55065,49675,46787,47973,65673.66
6639,47961,61765,63667,45619,55139,50629,48664,49599,65968.4
6640,50370,63392,64124,47765,56388,52645,51150,51861,66960.56
6641,53053,66952,66858,50459,58764,55626,54258,54438,68903.23
6642,51566,64250,63970,48655,55571,53267,52826,52571,65622.55
6643,49791,60174,59329,46192,52337,49703,50518,49888,61663.79
6644,48293,55726,55025,45011,49102,47058,49173,47691,57370.49
6645,44736,50965,49558,41378,45561,43558,45698,44469,52881.05
6646,41608,47833,45704,38222,42471,40646,42936,42440,49311.44
6647,39986,46954,43763,36528,40341,38737,41429,40990,47405.21
6648,39413,46020,42473,35708,39150,37667,40940,40332,46446.01
6649,39626,46315,42700,36094,38794,37203,41480,40620,46693.34
6650,41244,47130,43855,37885,38669,37446,43271,42269,48053.16
6651,45359,49513,47797,42412,39236,37777,48217,47200,51724.74
6652,55201,57750,57776,52328,40975,39089,58284,57558,60523.35
6653,61312,63898,64566,59068,43550,40913,64805,64228,66723.39
6654,62576,65402,66708,61836,47235,44221,66531,66698,68856.25
6655,62511,65532,67210,62506,50651,47264,66044,67235,69422.46
6656,63078,66840,68655,63901,52403,49758,66400,68295,70837.62
6657,64370,67904,70060,64835,53713,52057,66984,69244,71684.44
6658,63761,67063,69352,64109,52883,51506,65966,68632,71169.64
6659,63750,66713,68559,63180,51077,49525,65455,67832,70202.63
6660,62770,65623,67144,61305,49269,47938,64470,66933,68617.42
6661,62005,64648,66496,59968,48492,47170,63934,66111,67155.37
6662,60971,63282,65132,58746,48538,46958,62835,64389,65533.6
6663,61350,63329,64717,57950,49449,48707,63397,64286,65800.05
6664,62868,64186,65115,58572,51128,51726,65109,65208,66750.47
6665,65133,67169,67218,61368,52411,54653,68401,68085,68836.24
6666,61759,63908,64247,58335,49300,52937,64958,65077,65810.52
6667,57509,59654,59792,54334,46005,50440,60805,60364,61727.64
6668,53198,55732,54920,50343,44163,48691,56515,55689,57515.07
6669,47906,50579,49403,46166,41323,45062,51834,51227,53047.64
6670,44159,47846,45607,42866,38143,42248,48516,48167,49687.65
6671,42282,46937,44012,41425,36374,40890,46385,46387,47717.07
6672,41677,45433,43151,40675,35644,40410,45720,45613,46797.82
6673,41765,45936,43678,41312,35402,40856,45913,45856,47189.29
6674,43089,46842,44982,42441,35677,42612,47456,47313,48791.41
6675,47017,49647,48979,45687,36034,47242,51673,51317,52603
6676,56034,58149,58886,54435,36290,57699,60770,60290,61152.08
6677,62862,64183,65582,60509,38038,64594,67337,65987,66938.23
6678,64276,65473,66858,62900,40823,67155,69171,67510,68834.37
6679,64175,65138,67194,63684,43412,68058,69311,67426,69393.83
6680,64755,65791,68784,65403,46118,69486,70422,68785,70568.41
6681,65716,66810,70243,66463,48653,70700,71446,69939,71480.58
6682,65015,65890,69452,64781,48172,69829,70250,68958,70618.94
6683,64683,65527,68471,62673,46202,69037,69108,67714,69127.5
6684,63907,64423,67749,60624,45023,67491,67655,66503,67169.48
6685,63081,63666,66088,58522,44526,66537,66777,65711,66039.25
6686,61946,62162,65407,56782,44583,64798,65685,64644,64964.09
6687,62492,62452,65129,55612,45752,64737,65970,64901,64905.03
6688,64262,64009,65830,56072,48471,66118,67457,66170,65442.76
6689,66002,67178,67963,58420,50765,69163,69510,68856,67241.98
6690,62358,63803,64958,55503,48692,65570,65702,65613,63737.17
6691,58179,59475,60627,52193,46561,60899,61467,61379,59649.87
6692,53707,55277,55978,49369,45377,56094,56848,56963,55885.08
6693,48679,50577,50643,45452,42159,51129,52000,52343,51472.48
6694,45766,47750,46314,42322,39223,47800,48582,48940,47880.17
6695,43851,46961,44406,39954,37574,45765,46609,47132,45819.29
6696,43071,46063,43037,39027,36773,44955,45588,46298,44137.58
6697,43560,46202,43454,39026,37671,45274,45827,46687,44036.92
6698,45124,47139,44787,39264,39595,46728,47619,48226,44593.28
6699,49387,49896,48794,39925,44080,51021,51881,52253,45348.56
6700,58146,57986,58402,41768,54019,60449,61178,60969,47569.74
6701,64562,64411,64296,44292,60519,67253,67357,67075,50586.84
6702,66107,65927,66347,47172,62668,69451,69554,69101,54160.25
6703,65398,65993,67279,50539,62985,69908,69908,69757,57035.79
6704,65808,66821,68664,52791,64551,71197,70980,70827,58532.41
6705,66453,67984,69669,54142,65651,72511,72049,71933,59508.5
6706,65106,67114,68040,53266,64990,71587,70986,71179,58729.31
6707,64438,65854,66809,50924,64534,70596,69812,70312,57050.48
6708,63192,64729,65172,48553,63523,69167,68640,69266,55635.92
6709,61987,64052,63864,47505,62201,68331,67439,68513,55051.71
6710,60557,62645,62931,47141,60577,66945,66083,67254,54991.19
6711,61075,63225,63142,48209,60486,66937,66560,67465,56222.61
6712,63057,64534,63692,50791,61510,68201,67802,68679,58343.13
6713,65847,66897,65885,53664,63872,70228,69811,69951,59018.02
6714,62084,63380,62407,50706,60751,66189,66160,66099,55309.33
6715,57848,59199,58059,47950,56500,61260,61767,61558,52029.8
6716,53711,55306,53908,46269,52131,56589,57335,57150,49824.28
6717,48458,50224,49273,43105,47316,51503,52402,52605,46482.96
6718,45086,47631,45688,39839,43891,47779,48974,49218,43226.04
6719,43131,46902,43028,37578,41788,45785,46971,47433,40854.75
6720,42509,46286,41972,36416,41017,44969,45708,46682,39534.11
6721,42121,46678,41447,36118,41511,45515,45908,46887,39141.54
6722,43061,47881,41598,36351,43047,46983,47662,48214,39522.89
6723,47331,50890,41933,36720,46834,51076,51704,52018,39963.27
6724,56832,58767,44100,37113,55515,60465,60747,60389,40583.19
6725,63775,64790,47741,38796,61785,67121,67304,66530,42524.3
6726,65377,66459,51812,41579,63451,68760,69137,68701,46475.51
6727,65294,66720,54896,44111,63837,69110,69541,69226,49683.87
6728,66185,67623,56987,46502,65097,70254,70379,70255,52096.43
6729,66477,68697,58223,48796,66236,71386,71146,70758,54326.49
6730,64649,67601,56961,48716,65388,70780,70499,69871,53867.5
6731,63345,65918,54668,46458,64340,70247,69579,68121,51915.91
6732,62288,63513,53167,44323,63546,69232,68336,66509,50193.83
6733,61793,61886,52204,43239,62477,68176,67340,65297,49245.7
6734,60567,60400,51132,42635,60774,66677,66129,64229,49357.83
6735,60976,60710,52315,44352,60574,66652,66273,64145,50794.1
6736,62497,62076,54351,47229,62055,68306,67632,65216,53483.21
6737,65368,65583,56223,50384,64004,70574,69451,66884,55800.94
6738,62283,62547,52925,48187,61010,66429,65872,63116,53723.62
6739,58472,58771,49312,45966,56895,61750,61543,59025,51605.48
6740,54070,55660,47613,45029,52617,56954,57278,55494,50736.68
6741,48954,50994,44454,41878,47568,52016,52311,51323,47546.93
6742,44937,47110,40472,39178,44041,48601,48526,47800,44818.41
6743,43139,45059,38393,37341,42168,46609,46679,45800,43370.76
6744,42455,43663,37251,37060,41182,45706,45580,44391,42888.52
6745,42739,44101,36957,37870,41456,45933,46020,44332,43636.38
6746,44301,44551,37210,39795,43038,47366,47415,44706,45471.64
6747,47951,45393,37321,44134,46924,51547,51303,45480,50045.45
6748,56307,46359,37525,53722,55702,60927,59945,47201,59481.22
6749,62400,48874,39052,60705,61870,67676,66590,50284,65789.01
6750,63460,51528,42169,62996,63480,69221,68902,53533,68021.43
6751,63380,53816,45546,64472,63857,69495,68763,56563,68593.24
6752,63737,55139,48287,66585,64759,70707,69361,58095,69690.77
6753,63928,55593,50931,66817,65635,71979,69825,58693,70621.27
6754,62410,54358,50216,65454,64849,70970,68672,57626,70052.64
6755,60721,52101,47995,65596,64500,70093,66831,55722,69291.49
6756,59123,50877,46516,65123,64066,69105,65011,54525,68073.05
6757,58179,50164,45513,64329,63479,67970,63738,53731,67141.55
6758,57867,49658,45249,63816,62454,66195,62823,53382,65654.37
6759,58547,50780,47402,63300,62369,66062,63199,54180,65840.2
6760,60364,53135,50897,64901,63751,67508,64728,56226,67333.23
6761,63389,56750,53373,68266,65254,69933,66733,57935,69022.89
6762,59545,54068,50919,64581,61649,65917,62828,54777,65244.13
6763,55897,50608,48423,60929,57797,61328,58444,51752,61064.52
6764,52510,48458,47244,55996,53762,56740,54774,49649,57069.07
6765,48477,44526,43675,50452,48901,51665,50500,46279,52410.85
6766,44825,41291,41297,45588,44965,47949,47185,43069,49017.39
6767,42786,39834,39516,43165,42576,46029,44959,41023,47014.91
6768,41603,39729,39007,42241,41478,44917,43639,40074,46114.14
6769,41110,40607,39330,42349,42084,45253,43598,39914,46586.07
6770,41324,40859,41396,43283,43792,46547,43984,40250,48022.69
6771,41685,41043,45451,47666,47716,50828,44603,40391,52081.87
6772,43432,40834,55440,56656,56152,60115,46707,40984,60517.81
6773,46536,41122,63587,62287,62789,66875,49797,42774,66776.96
6774,50185,42994,66425,65004,64568,68756,53118,45666,68903.9
6775,53014,44833,66913,65234,64741,69133,55609,48877,69494.23
6776,54708,46699,68661,66129,65986,70036,56731,51307,70567.09
6777,55891,48696,70231,67082,66913,70589,57145,53435,71723.6
6778,54879,47622,69877,64784,66202,69469,55719,52852,71220.08
6779,53102,45173,69489,63509,65628,68111,53562,50665,70540.86
6780,51347,43168,68767,62075,63989,66341,51925,49251,69222
6781,50801,42385,68013,60835,63078,64843,51497,48550,68272.56
6782,50556,42619,65596,59565,61910,63397,51845,48459,67369.02
6783,51855,45085,65304,59969,61839,63664,53601,50275,67533.24
6784,53970,48863,66941,61751,63152,65376,56132,53207,68817.84
6785,55955,53169,68358,64335,64914,67298,58400,55577,70180.22
6786,52064,51182,64382,61041,61361,63069,55112,53426,66402.51
6787,49094,49254,59914,57320,57091,58490,51987,51353,62253.12
6788,47235,48196,55278,53007,53336,54547,49888,50460,57865.78
6789,43385,44536,49206,48004,48342,49954,46587,47363,52915.87
6790,40216,42300,46037,44537,45311,46347,42969,44854,49102.21
6791,37881,41781,44101,42741,43213,44052,40819,43185,47062.96
6792,36937,42222,42783,41924,42543,42757,39784,42654,46529.27
6793,36462,42669,43087,42395,43002,42487,39700,43189,46838.4
6794,36845,44461,44678,43870,44386,42786,40100,44973,48556.72
6795,37140,47048,49145,47732,48017,43783,40278,49512,52885.8
6796,37764,55469,58506,55853,56670,46315,40745,58694,61645.08
6797,39988,61874,65367,62831,63273,49944,42521,65494,67780.55
6798,42732,64003,67780,65113,65572,53409,45152,67955,69367.6
6799,45797,64140,67771,65126,66215,56464,47315,68657,69627.95
6800,47883,64473,68930,66263,67388,58186,48880,69821,70775.49
6801,50365,65020,70232,66969,68472,58906,51246,70708,71710.19
6802,49441,64182,69704,66517,67266,57719,50162,69712,70868.31
6803,47498,63065,69182,65825,66006,55338,48045,68724,69885.06
6804,45898,61755,67727,64372,64848,53329,46685,67804,68398.37
6805,45125,61202,66505,63252,63609,52406,46226,66763,67259.52
6806,45487,60129,64831,62068,62632,52055,46659,65358,66189.97
6807,47346,60953,64361,62115,62555,53297,49074,65540,66316.67
6808,51482,63048,66079,63910,63882,55582,52987,67343,68070.22
6809,53407,66662,67587,66167,64749,57724,56310,69288,69958.5
6810,51168,63238,63921,62391,60509,54263,54484,65410,66205.5
6811,49167,59420,60176,58351,56931,50640,52460,61295,61870.48
6812,48071,55693,55514,53995,53711,47851,51430,57352,57584.66
6813,43838,51040,49808,48837,49646,44230,47957,52774,53176.72
6814,40892,47839,45865,45127,45536,41336,45047,49342,50127.79
6815,38825,46899,43999,43400,43438,39302,43397,47677,48398.76
6816,38364,46504,42969,42892,41956,38058,42949,46926,47433.56
6817,39652,47075,43412,43708,41718,37742,43444,47482,47737.9
6818,41487,48722,44831,45399,42022,37864,45079,48991,49226.85
6819,45137,51288,48963,48883,42288,38543,49974,52871,53253.22
6820,54186,57624,58260,57375,43647,39491,59641,61116,62158.22
6821,61900,63608,65122,63855,46621,41371,66326,67256,67996.35
6822,64980,65080,67245,65902,49443,44592,68043,69246,69386.37
6823,65635,65410,67562,65917,52335,47842,67821,69544,69465.36
6824,66680,66053,68774,66852,54345,50522,67892,70413,70759.06
6825,68507,66979,70174,67877,55277,52939,68426,71426,71707.06
6826,67059,65959,69490,66865,55174,51845,67463,70749,70652.99
6827,66000,64934,68602,65905,53309,49317,66463,69937,69939.41
6828,64132,63677,67491,64640,51610,47643,65316,68940,68557.35
6829,63801,62636,66342,63290,50635,46824,64593,68159,67353.22
6830,62303,61732,64714,61890,50347,46560,63675,66879,65672.17
6831,61855,62329,65071,61951,51849,49073,64591,67264,65732.48
6832,63505,64427,67066,63818,53698,53527,67114,69109,67628.74
6833,65702,67457,68375,66108,54586,55638,69964,70287,70172.64
6834,61743,63887,64509,62434,50802,53046,65973,66372,66435.92
6835,57998,60258,60161,58397,47629,50547,61642,61958,62203.27
6836,54149,56692,56229,54522,46460,49234,57925,57951,58118.79
6837,49281,51739,50921,49473,43352,45763,53135,53494,53303.5
6838,45622,49328,46576,45772,39938,43125,49716,49953,49922.45
6839,43729,48011,44530,43619,37662,41485,48042,47901,48119.24
6840,42670,47410,43603,42534,36892,40740,47196,46895,47150.55
6841,43216,48313,44021,43164,36639,41383,47675,47577,47513.11
6842,44668,49789,45560,44693,36924,42929,49170,49134,49061.91
6843,47934,52367,49552,48275,37098,47821,52937,52741,52836.75
6844,55958,59046,58725,55946,37116,58285,61555,61140,61358.88
6845,62770,63913,65490,62842,38671,65787,68085,67652,67539.92
6846,64621,65591,66818,65570,41373,68208,70089,69779,69297.09
6847,64788,65896,67073,66295,44212,68885,70369,70164,69572.13
6848,65422,66679,68162,67741,47110,70363,71358,71064,70276.89
6849,66079,67523,69030,68578,50339,71712,72221,71892,70894.32
6850,65579,66426,68008,67101,50374,70642,71273,70954,69849.95
6851,64807,65225,67464,65530,48356,69708,70476,70073,68332.97
6852,63724,63765,66396,63374,46938,68514,69323,68971,66441.35
6853,62811,62495,65106,61865,46106,67084,68586,67845,65245.2
6854,61657,61420,63608,60780,45576,65337,67669,66721,63941.46
6855,61804,62029,63384,61579,46095,65457,68250,67080,64013.08
6856,64075,64221,65100,63049,49042,67392,70196,68681,65879.68
6857,66629,67540,68357,64415,51733,69645,71228,69999,67740.37
6858,62777,63864,64991,60307,49371,65278,66902,65981,63572.08
6859,58767,60384,60739,55752,47402,60673,62837,61844,59487.98
6860,55157,57207,56669,52180,46720,56027,59011,57919,55969.55
6861,50378,52339,51189,47743,43823,50963,54434,53554,51980.22
6862,46986,49386,47071,43275,41376,47648,51161,50139,48682.55
6863,44937,48603,45089,40403,39814,45601,49173,48157,46481.06
6864,44251,47948,44139,39035,39277,44647,48325,47577,45223.42
6865,44800,48381,44772,39058,40045,44922,48832,47956,45106.53
6866,46297,49848,46253,39265,42045,46308,50443,49228,45355.22
6867,49340,51840,50146,39309,45935,50463,54284,52970,46349.02
6868,57395,58451,58769,40801,54741,60170,62589,61082,48876.36
6869,63725,64126,65059,44238,61418,67339,69504,67497,52170.1
6870,65457,66106,66345,47898,63349,69387,72092,69512,55340.49
6871,65361,66613,66611,51174,63749,69210,72602,69924,57513.84
6872,65959,67615,67847,52873,64662,70068,73578,71004,58642.4
6873,67054,68604,68678,54330,65938,71044,74634,72214,58504.49
6874,66771,67843,67644,54079,65353,69926,73776,71369,57504.43
6875,66188,66758,66046,52530,65005,68845,72747,70926,55051.91
6876,65044,65386,64247,50524,63889,67893,71655,69684,53382.84
6877,64123,64446,63101,49573,62669,66644,70748,68181,52909.45
6878,62862,63098,61444,48731,61274,65010,69318,66638,52447.08
6879,63583,63775,61337,49940,61146,64885,69175,67394,53685.03
6880,65806,65996,63524,52872,63495,67343,71031,69067,56060.6
6881,67828,67656,66010,54281,64892,69846,71481,70465,57911.58
6882,64347,63995,62297,50057,61336,65807,67394,66425,54577.59
6883,60705,60460,58306,47141,57287,60927,63280,62313,51242.45
6884,57321,57461,55261,45906,53531,56507,59464,58552,48879.32
6885,52715,52660,50793,42310,49052,51478,54513,54220,45593.35
6886,49556,49533,46342,38968,45544,47709,50954,50861,42277.43
6887,47993,48014,44264,36606,43375,45715,49098,48512,40326.36
6888,47198,47733,43385,35270,42786,44818,48430,47597,39148.98
6889,47465,48232,43377,35181,43565,45142,48631,48080,38912.92
6890,48696,49677,43511,35534,44983,46586,50102,49897,39300.99
6891,51705,52020,43669,35744,48731,50854,53867,53615,39637.86
6892,58860,58239,45448,35826,56827,60168,62278,61379,40531.25
6893,64956,64281,49182,37818,63284,67339,69095,67754,42530.02
6894,66357,66425,52171,40793,64980,69203,71627,69541,45555.81
6895,66425,67215,55147,43971,65223,69133,72331,70178,48570.6
6896,66809,68361,56948,46804,66507,70108,73526,71098,50742.73
6897,67527,69266,57773,49073,67421,71133,74449,71654,52054.82
6898,66586,68582,56397,48784,67145,70055,73977,70225,50642.14
6899,65613,67084,54300,47731,66080,68953,73085,69036,48461.2
6900,64206,65167,52054,46512,64733,67824,72038,66916,47078.76
6901,63094,64121,50965,45276,63184,66683,71135,65556,46032.06
6902,62029,62985,50265,45164,61813,65009,69774,65080,46132
6903,62702,63205,51437,46951,61550,65336,70067,65282,48023.78
6904,65086,65054,54614,50602,63525,68216,71567,67161,52536.4
6905,67024,65782,57132,51972,64487,69907,71718,68314,55620.44
6906,63378,60925,53598,49787,61444,65504,67469,64282,53468.28
6907,59632,57500,50808,48064,57674,60890,63158,60202,51343.79
6908,56411,55476,48608,47158,53858,56147,59525,56701,49882.9
6909,51805,51316,44925,43817,49192,51217,54980,52453,46387.77
6910,48407,47560,41173,40865,45588,47694,51513,49001,43945.33
6911,46370,45208,39152,39022,43527,45755,49330,46951,42547.38
6912,45741,44167,37514,38472,42702,44755,48274,45755,41915.79
6913,45935,44365,37039,39100,43526,45036,48640,45565,42161.2
6914,47211,45256,37479,40948,45094,46468,50140,45778,44076.06
6915,49967,45170,37575,45446,48416,50738,53770,46508,49057.04
6916,56654,45691,37628,54668,56458,60244,61719,48197,59187.27
6917,63124,48844,39307,62550,62996,67612,68582,51252,65893.19
6918,65722,52650,42556,65331,64626,69788,71153,54420,67434.28
6919,66861,56104,45573,66437,64981,70175,71936,57056,67335.51
6920,68044,58500,48324,67522,65677,71015,73116,58568,67879.08
6921,69069,59719,51023,68210,66581,71938,73628,59332,68869.25
6922,68249,58688,50182,67159,66072,71274,72440,58333,68180.28
6923,66839,56680,48010,66139,65746,70399,70682,56204,67453.12
6924,65308,55087,46153,64688,64406,69066,69085,54555,66391.86
6925,64195,54402,45047,63708,63229,68037,68027,53741,65331
6926,63314,53755,44770,61860,61799,66618,67173,53279,63792.85
6927,63590,54896,46576,62176,61957,66857,67745,54385,64285.49
6928,65269,57483,51177,64410,64115,69100,69533,57015,67080.91
6929,65137,57925,54654,66375,65231,70365,69281,58166,69540.36
6930,60588,54095,52051,62605,61485,66100,64752,54407,65770.46
6931,56461,51089,49950,58501,57649,61452,60690,51370,61241.68
6932,54349,50027,49287,54503,53810,56776,57566,49443,56763.86
6933,50411,47332,45644,49587,49350,51768,53566,46174,52073.81
6934,46559,44015,42269,45981,46161,48296,49747,43092,49028.79
6935,44431,42097,40984,43864,44191,46393,47390,41018,47280.54
6936,43321,41057,40429,42963,43457,45235,45951,39878,46243.14
6937,43355,41542,41023,43683,43953,45661,45760,39630,46355.01
6938,43937,42058,43016,45249,45552,47114,46110,40292,47780.12
6939,43965,41862,47556,48925,49138,51215,46536,40489,51916.19
6940,44491,41197,57329,57257,57227,60314,48022,40884,61311.2
6941,47620,41749,64630,63706,64275,67646,51420,42647,67402.89
6942,50971,43858,66811,65044,66183,69942,54956,45564,68675.86
6943,53663,47212,67590,65147,66292,70217,57954,48620,68394.31
6944,54746,50267,68987,67238,67728,71170,59589,50695,69182.31
6945,55905,53117,70542,69067,69925,72087,60453,52420,70030.09
6946,55273,52761,70691,69023,69819,70710,59575,51732,69007.44
6947,53609,50562,69520,68601,69461,68706,57546,49477,68205.5
6948,51711,49076,68154,66923,68552,67128,55957,47953,66848.79
6949,50876,47837,66417,65526,67431,65622,55395,47158,66040.22
6950,50454,47088,64144,63812,65359,64366,55237,47305,64615.18
6951,52140,48371,64033,63969,64799,64495,56756,49640,65010.52
6952,55770,52151,66471,65675,66623,67042,59566,53728,67584.62
6953,56906,54432,68762,66840,67807,68187,59601,56111,69267.88
6954,52759,52117,64638,62780,64189,63612,55677,53576,65261.57
6955,50311,50912,60600,58531,59996,58794,52816,51602,60901.65
6956,49687,50966,56929,54817,56615,55009,51211,50828,56648.04
6957,46422,47740,51797,50006,51597,50788,48081,47545,52067.91
6958,43307,45231,47545,45835,47680,46930,44928,44904,48684.59
6959,40805,43738,45272,43346,45478,44440,42581,43589,46890.96
6960,39530,44043,44470,42312,43911,42934,41411,42895,45907.12
6961,39211,44592,45248,43047,44506,42765,41253,43447,46325.84
6962,39624,46016,46688,44684,46247,43225,41639,45401,47731.21
6963,39384,48723,50499,48128,49567,43964,41842,50003,51804.28
6964,38307,56008,59480,56549,56978,46289,41812,59170,60770.41
6965,39726,62649,66405,63729,62881,49942,43684,66028,67219.49
6966,42400,65177,67747,65069,64415,53351,46539,68330,68542.51
6967,45548,66041,67789,65219,64363,56164,49989,68718,68325.2
6968,47733,67040,69358,67278,65222,58094,52379,69679,69038.15
6969,50103,68001,70649,68244,66033,58955,54589,70604,69784.11
6970,48816,67319,69931,66588,65321,57543,54033,69913,68805.65
6971,46620,66543,69334,65853,63624,55263,51971,69294,67827.28
6972,44947,65088,68701,65221,61804,53401,50725,68205,66507.85
6973,44272,64266,67506,63953,59881,52309,50447,67417,65521.59
6974,44364,62523,65801,61486,58454,51593,50526,66062,64160.05
6975,46771,62709,65640,61374,58898,52934,52668,66313,64691.73
6976,51115,65481,68153,64326,61465,56548,56497,68580,67703.3
6977,53526,67383,69397,65873,62833,58744,57438,69486,69390.46
6978,51228,63662,65231,61913,58756,54889,54893,65265,65289.1
6979,49861,60328,61485,57289,54719,51307,52923,61000,61010.5
6980,49699,57597,57706,53680,52109,48647,52348,57195,56694.61
6981,46314,53021,51929,48730,48197,44901,49077,52494,52047.76
6982,42924,50216,47767,44798,44986,41200,46066,48991,48729.66
6983,41207,49590,45631,42965,42965,39006,44341,46924,46885.61
6984,40842,48699,44404,42174,41846,37926,43786,46027,46127.74
6985,41481,49150,44815,42625,42016,37359,44416,46501,46613.18
6986,43245,50613,46295,44278,42638,37522,46284,48240,48265.33
6987,47249,52989,50124,48006,42833,37962,50617,52225,52296.43
6988,55566,58946,58722,56475,44185,39010,59959,60693,61053.96
6989,62572,65073,66379,63120,47552,41135,67454,67483,67376.93
6990,64499,67380,68129,64466,50588,44295,70145,69764,68469.76
6991,64486,67757,68317,64529,52747,47478,70573,69997,68164.8
6992,65020,68951,69252,65667,54100,50052,71542,71095,68997.13
6993,65809,69686,70506,66870,55158,52163,72362,71725,69242.52
6994,64525,69107,69882,65872,54792,51330,71413,70629,68194.01
6995,63335,68615,69143,65088,53164,49150,70481,69954,67105.57
6996,62051,67448,68041,64144,51382,47413,69373,68883,66133.17
6997,60886,66532,67248,62858,50375,46215,68463,68050,65303.89
6998,59884,64910,65436,62062,49823,46387,67038,66653,64280.93
6999,60521,64708,65778,61700,50464,48629,67326,66976,65088.7
7000,64137,66639,68428,64363,53676,53321,69763,69648,68418.99
7001,66063,67738,69232,66030,54642,55469,70725,70073,70177.54
7002,62311,63754,65335,62091,51026,52963,66432,66042,66258.12
7003,59239,60547,61401,57912,48285,50434,62455,61830,61783.37
7004,56390,57609,58186,53771,46621,48874,58863,57558,57410.65
7005,51562,53538,53019,48710,44108,45469,54045,52747,52875.62
7006,47974,50260,48385,45612,40915,42916,50481,49351,49562.26
7007,45946,49410,46266,43301,38313,41472,48331,47478,47741.48
7008,45229,49117,45157,41977,36558,40805,47573,46628,46580.44
7009,45664,48745,45669,42453,36150,41151,48122,47309,46782.69
7010,46963,49762,46841,43706,36482,42969,49672,48882,48424.72
7011,50240,52081,50231,47722,36505,47807,53261,52538,52376.2
7012,58025,58121,59346,56298,37371,58083,61602,60823,61638.15
7013,64175,64585,66302,63462,39522,65903,68612,67441,68271.63
7014,65867,66829,68221,65221,42476,68246,70782,69832,70053.87
7015,65017,67401,68337,65272,45736,68739,71124,70274,70364.92
7016,64768,68594,69271,66662,48383,70327,72175,71608,71107.62
7017,64643,69589,69950,67613,50886,71777,72729,72663,71462.33
7018,63412,69018,69103,66874,50920,70754,71772,71847,70317.36
7019,62799,68562,68325,65211,48538,69857,70856,70866,68672.61
7020,61975,67533,67357,63797,47207,68600,69769,69581,66766.44
7021,61348,65937,66411,62101,46651,67343,68993,68685,65679.53
7022,60556,64411,64888,61079,46372,65499,67800,67561,64918.72
7023,61700,64878,65654,61100,47801,65916,68150,67652,65539.99
7024,65322,67984,68203,63360,51715,69100,70493,69987,67819.62
7025,67603,69471,69629,64894,52727,69994,70845,70249,68055.92
7026,63939,66915,65292,60609,50017,65652,66772,66287,63723.6
7027,60630,64438,62196,56524,47899,61163,62721,62269,59363.65
7028,57397,62239,58850,52937,46880,56743,58945,58445,56007.08
7029,52785,58027,54020,48742,43982,51698,54160,53852,51836.57
7030,48863,55402,49128,45142,41837,47987,50628,50145,48132.71
7031,46728,54093,47098,42791,40420,46103,48413,48141,45775.08
7032,45708,53215,46059,41247,39994,45146,47530,47319,44298.88
7033,45971,53011,46726,40833,40414,45486,47963,47950,44019.6
7034,47398,52726,47924,41280,42325,47113,49724,49407,44623.22
7035,51051,53365,51464,42080,46509,51128,53411,52944,45413.14
7036,58741,59662,59809,44353,55377,60497,61724,61078,48021.79
7037,65051,65867,66971,47509,61947,67807,68566,67652,51696.93
7038,66914,67323,68672,50639,63705,69697,70600,69771,55121.68
7039,66888,67488,68637,53048,64033,69561,70681,70094,57725.11
7040,67315,68643,69316,55434,65549,70674,71557,71252,59133.82
7041,67414,69801,69952,56862,66649,72045,72254,72342,59888.76
7042,65862,69343,69087,55749,65789,71543,71088,71581,58882.65
7043,64392,68289,67657,53676,65476,70911,70141,70942,56851.69
7044,63093,66328,65666,51936,64073,69730,68698,69919,55246.09
7045,62140,65229,64356,51035,62360,69259,67863,68963,54511.39
7046,61102,63916,62826,50646,60946,68144,66798,67677,54241.93
7047,62093,64442,62817,51894,60952,68944,67308,67948,55702.66
7048,66215,67682,66137,55485,64083,71300,70429,70210,58467.65
7049,67915,70907,67325,56185,65325,71245,71231,70511,58333.76
7050,63673,67998,62989,52225,61121,66460,67195,66409,54763.26
